DOY,meanAT2,meanAT6,sum_R,rain_events,meanRH2,meanRH6,meanSWC5,meanSWC15,meanSWC30,meanST5,meanST15,meanST30,meanNEE,meanGPP,meanRECO,sdReco,Season,high_day,Rain_DOY,Pulse_Days,Pulse_DOY
20,11.977520833333333,13.0651875,0,0,16.3295349070625,15.539070602291666,12.03125,20.875,22.85,7.820833333333334,7.897916666666666,8.33125,0.16208027379672915,0.18525137571689584,0.3473316495041667,0.12569194155572916,Winter,0,0,0,0
21,11.228604166666667,12.218479166666667,0,0,28.023610824166667,27.33497258,11.866666666666667,20.2625,22.672916666666666,8.25625,8.395833333333334,8.472916666666666,0.04758173417729167,0.32110231381479165,0.36868404799791665,0.09552142102645665,Winter,0,0,0,0
22,2.3704791666666667,3.362125,0,0,45.04797675541667,44.6452656625,11.566666666666666,20.520833333333332,22.54375,7.404166666666667,7.629166666666666,8.422916666666667,0.019103349257666668,0.22954079624085416,0.24864414550416666,0.10932237347825458,Winter,0,0,0,0
23,3.673604166666667,4.8293333333333335,0,0,31.729482389125,30.562951995416668,11.16875,21.039583333333333,22.827083333333334,5.995833333333334,6.29375,7.704166666666667,0.0561766379880625,0.23411908184583333,0.29029571981458335,0.14808249367014278,Winter,0,0,0,0
24,6.394041666666666,8.011395833333333,0,0,25.403452582916668,23.211088717291666,11.05625,20.964583333333334,22.83125,6.283333333333333,6.23125,7.316666666666666,0.035099521522770835,0.2711908178875,0.30629033941875,0.08318087245499896,Winter,0,0,0,0
25,8.4483125,9.565916666666666,0,0,21.997012632791666,21.069745636458332,11.022916666666667,20.333333333333332,22.64375,6.88125,6.839583333333334,7.422916666666667,0.07803098834020833,0.25411258013666665,0.3321435684770833,0.15353729419630793,Winter,0,0,0,0
26,7.4746041666666665,9.004916666666666,0,0,23.87902259625,21.915384887916666,10.895833333333334,20.29375,22.46875,6.79375,6.802083333333333,7.445833333333334,0.099235301039625,0.24998684842166666,0.3492221494625,0.2336603938461147,Winter,0,0,0,0
27,9.702041666666666,11.057729166666666,0,0,18.7567238251875,17.55658217541667,10.802083333333334,19.91875,22.545833333333334,7.10625,7.15,7.504166666666666,0.149569735974375,0.1364946379839375,0.28606437396458334,0.09861987595772587,Winter,0,0,0,0
28,11.0685,12.751,0,0,21.874497859791667,20.0755363125,10.804166666666667,19.45625,22.302083333333332,7.9125,7.7875,7.747916666666667,0.11722665328520833,0.17211670417654165,0.2893433574604167,0.0894534330150358,Winter,0,0,0,0
29,10.734395833333334,11.907291666666667,0,0,27.445133589166666,26.189521419583333,10.758333333333333,19.00625,22.072916666666668,8.40625,8.38125,8.20625,0.0053573095406458365,0.2910045609225,0.2963618704541667,0.09646212319913322,Winter,0,0,0,0
30,11.350770833333334,12.375625,0,0,28.603426437083332,27.510528914166667,10.825,18.44375,21.81041666666667,9.745833333333334,9.329166666666667,8.697916666666666,0.021555670621875,0.29770977744375,0.31926544802708334,0.07233956316938066,Winter,0,0,0,0
31,11.305250000000001,12.357916666666666,0,0,35.25161275979167,34.171998100625004,10.708333333333334,18.004166666666666,21.5375,9.904166666666667,9.86875,9.279166666666667,0.06699681598547917,0.2753026236141667,0.34229943959791664,0.055904530185925096,Winter,0,0,0,0
32,9.5985,10.704952380952381,0,0,49.86369667309524,49.06188006119048,10.619047619047619,17.65714285714286,21.323809523809523,10.014285714285714,10.226190476190476,9.58095238095238,0.1914554125640476,0.14990629942135714,0.3413617119809524,0.05789917250038702,Winter,0,0,0,0
33,9.392125,10.415666666666667,0,0,62.23880570270833,61.96092624916667,10.389583333333334,17.7,21.391666666666666,9.275,9.902083333333334,9.535416666666666,0.06526906577689584,0.299515256875,0.3647843226625,0.05063869593067187,Winter,0,0,0,0
34,9.943125,10.835,1.016,3,68.9522422425,68.398384673125,10.352083333333333,17.5375,21.341666666666665,9.435416666666667,10.047916666666667,9.5125,0.40566943115235415,0.21408651703058335,0.6197559482,0.861520471201936,Winter,0,0,0,0
35,10.28375,11.083333333333334,0,0,70.95238713041667,70.829285711875,10.391666666666666,17.3875,21.25,9.895833333333334,10.38125,9.685416666666667,0.2253429983820625,0.2697139416079229,0.4950569399875,0.3282031410344191,Winter,0,0,0,0
36,8.7323125,9.447958333333334,0,0,59.81420683291667,60.35734516583334,10.414583333333333,17.25625,21.004166666666666,9.86875,10.575,9.94375,0.120031529028125,0.26132600091366665,0.38135752993333333,0.04232546109793781,Winter,0,0,0,0
37,3.2118333333333333,3.9317083333333334,0,0,67.140465679375,68.07145449604167,10.172916666666666,17.822916666666668,21.033333333333335,8.5375,9.26875,9.716666666666667,0.23360132507270834,0.16291303405583332,0.39651435912291666,0.6093224034899106,Winter,0,0,0,0
38,1.5886041666666668,2.8895833333333334,0,0,36.15397367020833,34.66367361125,9.88125,18.691666666666666,21.3375,6.835416666666666,7.08125,8.73125,-0.03171965539375,0.25254830735458333,0.22082865196875,0.08702733774360077,Winter,0,0,0,0
39,6.2526363636363635,7.743772727272727,0,0,23.043315625227272,21.284095992954544,9.84090909090909,18.561363636363637,21.45,6.784090909090909,7.059090909090909,8.293181818181818,0.20649706105204546,0.1011069707275,0.30760403177272727,0.1497246908600148,Winter,0,0,0,0
40,9.463520833333334,10.509333333333334,0,0,18.714324051395835,18.276259474583334,9.86875,18.10625,21.402083333333334,7.320833333333333,7.8625,8.341666666666667,0.15657281254483335,0.174628838603125,0.33120165116458333,0.12942131643111443,Winter,0,0,0,0
46,11.202708333333334,12.006125,1.397,1,72.569141551875,71.59035379708334,14.9375,18.258333333333333,21.13125,11.416666666666666,10.61875,9.627083333333333,0.3660147134539583,0.23728005616791667,0.6032947696333333,0.4295162386866993,Winter,0,0,0,0
47,5.536333333333333,6.363520833333333,0,0,65.196862706875,64.67197206229167,13.879166666666666,19.125,21.102083333333333,9.916666666666666,9.5125,10.004166666666666,0.21869493353508332,0.27756843953375,0.49626337307083335,0.22236260808557154,Winter,0,0,0,0
48,2.761,3.6704583333333334,0,0,43.56149297520833,42.772353457083334,12.822916666666666,19.539583333333333,21.479166666666668,7.822916666666667,7.88125,9.3125,0.07466486613437501,0.31383441732375,0.38849928345208334,0.1339656573530582,Winter,0,0,0,0
49,2.442416666666667,3.314416666666667,0,0,51.55575643458333,50.61425877270833,12.054166666666667,19.695833333333333,21.78125,6.14375,6.977083333333333,8.345833333333333,0.10392627940660416,0.21231983648395833,0.3162461158916667,0.13899803036330008,Winter,0,0,0,0
58,11.805652173913044,13.37650386,0,0,23.48729697695652,21.40486838,15.008695652173913,24.339130434782607,25.204347826086956,10.013043478260869,9.734782608695653,8.7,0.3395591505873913,0.029183015791304345,0.36874216637826085,0.03483026879342394,Winter,0,0,0,0
59,12.480127659574467,13.775067353936171,0,0,29.24931564723404,27.03283701255319,14.568085106382979,23.595744680851062,24.812765957446807,10.11276595744681,9.538297872340426,8.891489361702128,0.19396044232272341,0.19046311771659574,0.38442356003829786,0.07426004309827533,Winter,0,0,0,0
60,13.302531914893617,14.677608344255319,0,0,31.316951731702126,28.875822073404255,14.168085106382978,22.261702127659575,24.138297872340427,10.527659574468085,10.076595744680851,9.482978723404255,0.1949109757869149,0.21377492294893616,0.40868589874042555,0.08084815312381112,Spring,0,0,0,0
