"","date","meanRsoil","max_pulse_duration","PulseM_15","NonPulseM_15","MeanM_15","case_when(...)","Rsoil_Combined"
"38",2017-02-07,0.3540625,0,0.422897094427348,0.333838479209779,0.362366886633062,0.333838479209779,0.333838479209779
"39",2017-02-08,0.38213768115942,0,0.443018018604797,0.346224861471288,0.378584531807493,0.346224861471288,0.346224861471288
"40",2017-02-09,0.431840277777778,0,0.46718761228242,0.346899658348865,0.38781033472184,0.346899658348865,0.346899658348865
"41",2017-02-10,0.480208333333333,0,0.491236157803353,0.353657654083077,0.401317590364174,0.353657654083077,0.353657654083077
"42",2017-02-11,0.489375,0,0.4991594491236,0.361960444082148,0.411315319931817,0.361960444082148,0.361960444082148
"43",2017-02-12,0.42625,0,0.472999895846587,0.357379930187438,0.401429900855736,0.357379930187438,0.357379930187438
"44",2017-02-13,0.391770833333333,0,0.438277231116082,0.335017860623041,0.37487592924236,0.335017860623041,0.335017860623041
"45",2017-02-14,0.299097222222222,0,0.416039314381077,0.332103859749642,0.36491125052881,0.332103859749642,0.332103859749642
"46",2017-02-15,0.368090277777778,0,0.407557649910975,0.345968552386633,0.369971126299543,0.345968552386633,0.345968552386633
"47",2017-02-16,0.399652777777778,0,0.412893058131404,0.357671589512507,0.378185378273529,0.357671589512507,0.357671589512507
"48",2017-02-17,0.395034722222222,0,0.445311070064441,0.374310538340873,0.399340160457405,0.374310538340873,0.374310538340873
"49",2017-02-18,0.363993055555556,0,0.422011788227082,0.336074809017498,0.368707668226185,0.336074809017498,0.336074809017498
"50",2017-02-19,0.298333333333333,0,0.394295525650607,0.324622243846482,0.353797157090776,0.324622243846482,0.324622243846482
"51",2017-02-20,0.429756944444444,0,0.455117325856202,0.372290160529764,0.404561325428301,0.372290160529764,0.372290160529764
"52",2017-02-21,0.484409722222222,0,0.465039632794324,0.400558619790445,0.42711914886359,0.400558619790445,0.400558619790445
"53",2017-02-22,0.490909090909091,0,0.489372350960044,0.421871732099953,0.451056981967972,0.421871732099953,0.421871732099953
"54",2017-02-23,0.46481884057971,0,0.482811772575668,0.391270884978224,0.429154501662068,0.391270884978224,0.391270884978224
"55",2017-02-24,0.404305555555556,0,0.448691354652104,0.368211015291151,0.401568182910071,0.368211015291151,0.368211015291151
"56",2017-02-25,0.398680555555556,0,0.517694211334822,0.441633803494752,0.47638655615985,0.441633803494752,0.441633803494752
"57",2017-02-26,0.360833333333333,0,0.530106542181896,0.416891206312373,0.461849866316624,0.416891206312373,0.416891206312373
"72",2017-03-15,0.918571428571429,0,0.561865377871431,0.512619905583055,0.522353551912869,0.512619905583055,0.512619905583055
"73",2017-03-16,0.928333333333333,0,0.561962669904892,0.495802333802578,0.50920774021705,0.495802333802578,0.495802333802578
"74",2017-03-17,0.911969696969697,0,0.799020621523007,0.625179438109268,0.66928525599548,0.625179438109268,0.625179438109268
"75",2017-03-18,0.971111111111111,0,0.807146196707332,0.646581336818591,0.687310456705556,0.646581336818591,0.646581336818591
"76",2017-03-19,1.00861111111111,0,0.840975905400114,0.675988519657941,0.718861770164951,0.675988519657941,0.675988519657941
"77",2017-03-20,1.01472222222222,0,0.845342073682079,0.656531775237474,0.705624116784293,0.656531775237474,0.656531775237474
"78",2017-03-21,0.991111111111111,0,0.870664228823939,0.725735828436049,0.762818070520378,0.725735828436049,0.725735828436049
"79",2017-03-22,0.988333333333333,0,0.826592083747688,0.665625211961333,0.706146260917062,0.665625211961333,0.665625211961333
"80",2017-03-23,0.907916666666667,0,0.675921631901373,0.529654140308791,0.564057344963326,0.529654140308791,0.529654140308791
"81",2017-03-24,0.774583333333333,0,0.722311824762727,0.667307015686321,0.674687203062179,0.667307015686321,0.667307015686321
"82",2017-03-25,0.825833333333333,0,0.756696576097534,0.679058414653402,0.6934699203163,0.679058414653402,0.679058414653402
"83",2017-03-26,0.845416666666667,0,0.807122541955266,0.73262202624772,0.746367068914434,0.73262202624772,0.73262202624772
"84",2017-03-27,0.828695652173913,0,0.773083787991655,0.682657614052359,0.700091450901027,0.682657614052359,0.682657614052359
"85",2017-03-28,0.950277777777778,0,0.665771126732689,0.560281880242341,0.582989780435868,0.560281880242341,0.560281880242341
"86",2017-03-29,0.782638888888889,0,0.731442407724729,0.694196969089188,0.700005352310884,0.694196969089188,0.694196969089188
"87",2017-03-30,0.815,0,0.806746860068233,0.772993309586894,0.77944718092343,0.772993309586894,0.772993309586894
"88",2017-03-31,0.750277777777778,0,0.676051155924621,0.593797290031319,0.610051730233529,0.593797290031319,0.593797290031319
"89",2017-04-01,0.640972222222222,0,0.681236742224923,0.627508168029531,0.634201233516891,0.627508168029531,0.627508168029531
"90",2017-04-02,0.658888888888889,0,0.751838361554147,0.711063344639159,0.714765705313222,0.711063344639159,0.711063344639159
"91",2017-04-03,0.715972222222222,0,0.762776427849967,0.668310602795987,0.688201584201902,0.668310602795987,0.668310602795987
"92",2017-04-04,0.695138888888889,0,0.756990899688631,0.642877706466404,0.667082164780714,0.642877706466404,0.642877706466404
"93",2017-04-05,0.640833333333333,0,0.762945860976955,0.644606625334127,0.669842056915673,0.644606625334127,0.644606625334127
"94",2017-04-06,0.655138888888889,0,0.773401320504923,0.64743380502401,0.674651879297705,0.64743380502401,0.64743380502401
"95",2017-04-07,0.719305555555556,0,0.821229588962313,0.649121838424123,0.690179562779805,0.649121838424123,0.649121838424123
"96",2017-04-08,0.771944444444444,0,0.853795287862707,0.641371377381326,0.69290840817093,0.641371377381326,0.641371377381326
"97",2017-04-09,0.673472222222222,0,0.820295533536236,0.698890985798844,0.722845965816906,0.698890985798844,0.698890985798844
"98",2017-04-10,0.643194444444444,0,0.81848778408557,0.646814150673262,0.685892952606717,0.646814150673262,0.646814150673262
"99",2017-04-11,0.652608695652174,0,0.811451555264694,0.602280992325999,0.652213512334449,0.602280992325999,0.602280992325999
"100",2017-04-12,0.703611111111111,0,0.885158850423711,0.629219061397513,0.692338828958436,0.629219061397513,0.629219061397513
"101",2017-04-13,0.692644927536232,0,0.874013469827927,0.585030614364645,0.655950112938207,0.585030614364645,0.585030614364645
