"","date","meanRECO","max_pulse_duration","PulseM_15","NonPulseM_15","MeanM_15","case_when(...)","Reco_Combined"
"2293",2019-04-11,0.565545507291667,0,0.901822971416723,0.623020798685887,0.751547470921069,0.623020798685887,0.623020798685887
"2294",2019-04-12,0.474748831193617,0,0.790463600448068,0.526687836986416,0.648183156932762,0.526687836986416,0.526687836986416
"2295",2019-04-13,0.458938983183333,0,0.833577237506883,0.565582850244627,0.693394133253482,0.565582850244627,0.565582850244627
"2296",2019-04-14,0.642578351297917,0,1.04383040424358,0.834852154541328,1.01712851165447,0.834852154541328,0.834852154541328
"2297",2019-04-15,0.909732946902083,0,1.09333703820411,0.81144440485069,0.980735508752449,0.81144440485069,0.81144440485069
"2298",2019-04-16,0.95486446046875,0,1.088372683849,0.804631783600408,0.980207968435319,0.804631783600408,0.804631783600408
"2299",2019-04-17,0.8852076536875,0,0.946126179088318,0.646475215941334,0.800600750239147,0.646475215941334,0.646475215941334
"2300",2019-04-18,0.945847170185417,0,1.01801988621721,0.7470917730319,0.927473031266136,0.7470917730319,0.7470917730319
"2301",2019-04-19,1.11644152855208,0,1.15719470029033,0.868324785355501,1.06307495266178,0.868324785355501,0.868324785355501
"2302",2019-04-20,1.07073439660417,0,1.24004057229435,0.968064614546135,1.18247178883468,0.968064614546135,0.968064614546135
"2303",2019-04-21,0.8971044917875,0,1.21325581789599,0.898358391542739,1.09738151203426,0.898358391542739,0.898358391542739
"2304",2019-04-22,0.743680687122917,0,1.10768678689193,0.778542234094789,0.965629578534835,0.778542234094789,0.778542234094789
"2305",2019-04-23,0.637360352472917,0,1.0485326275158,0.705286074846979,0.882284117139513,0.705286074846979,0.705286074846979
"2306",2019-04-24,0.520260407891667,0,1.13099764262035,0.773268831896218,0.964707729811417,0.773268831896218,0.773268831896218
"2307",2019-04-25,0.56353912505,0,1.28022348542547,0.883511599467925,1.09285778947951,0.883511599467925,0.883511599467925
"2308",2019-04-26,0.631504027658333,0,1.26963209394609,0.814635856883164,1.00821083369484,0.814635856883164,0.814635856883164
"2309",2019-04-27,0.599075627739583,0,1.37071293040186,0.91641720208611,1.1413447745318,0.91641720208611,0.91641720208611
"2310",2019-04-28,0.850462980383333,0,1.44682590955613,1.00652993238841,1.26633396690786,1.00652993238841,1.00652993238841
"2311",2019-04-29,0.921943662254167,0,1.17653324318208,0.755066397097025,0.981450982690563,0.755066397097025,0.755066397097025
"2312",2019-04-30,0.8599165736375,0,1.24807737876516,0.837992017944454,1.09408649545363,0.837992017944454,0.837992017944454
"2313",2019-05-01,0.8120449511,0,1.35048300799852,0.937686979267675,1.22729872646086,0.937686979267675,0.937686979267675
"2314",2019-05-02,0.748402186916667,0,1.30009056114736,0.868179630499591,1.15150464437977,0.868179630499591,0.868179630499591
"2315",2019-05-03,0.731352044370833,0,1.36023902445367,0.856977802472498,1.13015673448343,0.856977802472498,0.856977802472498
"2316",2019-05-04,0.764321068120833,0,1.43505545047986,0.913807883651146,1.21188444713158,0.913807883651146,0.913807883651146
"2317",2019-05-05,0.73808763865625,0,1.46445689508818,0.913393084636189,1.2270177892629,0.913393084636189,0.913393084636189
"2318",2019-05-06,0.761288848658333,0,1.33967381067208,0.817672621725916,1.12919927574735,0.817672621725916,0.817672621725916
"2319",2019-05-07,0.754685587985417,0,1.40423666866165,0.868370908761686,1.210599463075,0.868370908761686,0.868370908761686
"2320",2019-05-08,0.711808640608333,0,1.30343938412511,0.777198521216498,1.10593332209427,0.777198521216498,0.777198521216498
"2321",2019-05-09,0.8086965215625,0,1.23520625465585,0.709198669554097,1.02259705788681,0.709198669554097,0.709198669554097
"2322",2019-05-10,0.875469312589583,0,1.25366371634534,0.726104245972787,1.05765602548283,0.726104245972787,0.726104245972787
"2323",2019-05-11,0.8970516208625,0,1.23596311105865,0.643960075231931,0.927866253531595,0.643960075231931,0.643960075231931
"2324",2019-05-12,1.0252387422125,0,0.964596603348617,0.424235161270187,0.634590553811154,0.424235161270187,0.424235161270187
"2325",2019-05-13,1.07639973380208,0,1.00115022533633,0.553784340007849,0.832562673549587,0.553784340007849,0.553784340007849
"2326",2019-05-14,1.17911645682083,0,1.17512211059928,0.655476161046134,0.931885073462913,0.655476161046134,0.655476161046134
"2327",2019-05-15,1.50157754636667,0,1.34147086003061,0.773837269565648,1.04855305317379,0.773837269565648,0.773837269565648
"2328",2019-05-16,1.16376412015417,0,1.38223816542197,0.836756348630588,1.11966832504887,0.836756348630588,0.836756348630588
"2329",2019-05-17,0.917353329183333,0,1.43572168188696,0.966398254425304,1.29811041732303,0.966398254425304,0.966398254425304
"2330",2019-05-18,0.848272101825,0,1.35477999019797,0.856035161231757,1.14902160982965,0.856035161231757,0.856035161231757
"2331",2019-05-19,1.007329514275,0,1.15256990580802,0.677425066696793,0.932554319176233,0.677425066696793,0.677425066696793
"2332",2019-05-20,0.740855391072917,0,1.13936839315904,0.709028287207393,0.993997948851337,0.709028287207393,0.709028287207393
"2333",2019-05-21,0.8439574955,0,1.13939475321294,0.716798265907663,1.01373580974647,0.716798265907663,0.716798265907663
"2334",2019-05-22,1.0295266368875,0,1.18497308262391,0.659024870592064,0.915876987926868,0.659024870592064,0.659024870592064
"2335",2019-05-23,0.8217925713625,0,1.29009085169388,0.713763736523575,0.992834302071588,0.713763736523575,0.713763736523575
"2336",2019-05-24,0.88084573758125,0,1.2952147200485,0.684386459536689,0.963634128376384,0.684386459536689,0.684386459536689
"2337",2019-05-25,0.859780574866667,0,1.31609538185986,0.661632572555408,0.945700545397126,0.661632572555408,0.661632572555408
"2338",2019-05-26,0.79384811510625,0,1.32218697916303,0.613600775557948,0.88675317705754,0.613600775557948,0.613600775557948
"2339",2019-05-27,0.7681001686125,0,1.43845864080767,0.761660627629325,1.12343039673362,0.761660627629325,0.761660627629325
