Date,House,Plot,W,S,Port,Flux,R2,Tchamb.,
2021-11-02 15:15:19,1,9,1,2,6,0.68,0.9947,32.32,
2021-11-02 15:18:51,1,10,2,3,7,0.59,0.9936,31.81,
2021-11-02 15:22:20,1,12,2,4,8,0.71,0.9928,31.73,
2021-11-02 16:01:13,1,4,1,1,2,0.52,0.9887,28.44,
2021-11-02 16:04:46,1,5,1,3,3,0.56,0.9923,27.69,
2021-11-02 16:08:14,1,7,2,1,4,0.61,0.9835,28.6,
2021-11-02 16:11:43,1,8,1,4,5,0.50,0.9863,30.61,
2021-11-02 16:15:12,1,9,1,2,6,0.67,0.9915,31.47,
2021-11-02 16:18:43,1,10,2,3,7,0.66,0.9913,29.7,
2021-11-02 16:22:12,1,12,2,4,8,0.66,0.9917,31.5,
2021-11-02 17:01:15,1,4,1,1,2,0.52,0.9909,27.65,
2021-11-02 17:04:48,1,5,1,3,3,0.67,0.9927,26.36,
2021-11-02 17:08:17,1,7,2,1,4,0.61,0.9885,25.39,
2021-11-02 17:11:46,1,8,1,4,5,0.51,0.9872,25.05,
2021-11-02 17:15:15,1,9,1,2,6,0.79,0.9898,25.55,
2021-11-02 17:18:44,1,10,2,3,7,0.62,0.9853,24.15,
2021-11-02 17:22:13,1,12,2,4,8,0.71,0.991,23.95,
2021-11-02 18:01:16,1,4,1,1,2,0.63,0.9847,17.94,
2021-11-02 18:04:45,1,5,1,3,3,0.60,0.9912,17.7,
2021-11-02 18:08:14,1,7,2,1,4,0.50,0.9862,17.6,
2021-11-02 18:11:47,1,8,1,4,5,0.50,0.9846,17.38,
2021-11-02 18:15:16,1,9,1,2,6,0.63,0.986,17.42,
2021-11-02 18:18:45,1,10,2,3,7,0.78,0.9804,17.54,
2021-11-02 18:22:15,1,12,2,4,8,0.53,0.9875,17.6,
2021-11-02 19:01:13,1,4,1,1,2,0.55,0.9874,15.89,
2021-11-02 19:04:42,1,5,1,3,3,0.55,0.9868,15.54,
2021-11-02 19:08:11,1,7,2,1,4,0.47,0.9873,15.46,
2021-11-02 19:11:43,1,8,1,4,5,0.48,0.9826,15.45,
2021-11-02 19:15:12,1,9,1,2,6,0.60,0.9927,15.53,
2021-11-02 19:18:45,1,10,2,3,7,0.61,0.9889,15.56,
2021-11-02 19:22:15,1,12,2,4,8,0.54,0.9859,15.59,
2021-11-02 20:01:15,1,4,1,1,2,0.49,0.9842,15.44,
2021-11-02 20:04:44,1,5,1,3,3,0.58,0.9925,15.22,
2021-11-02 20:08:13,1,7,2,1,4,0.61,0.9885,15.03,
2021-11-02 20:11:42,1,8,1,4,5,0.49,0.9852,15.04,
2021-11-02 20:15:15,1,9,1,2,6,0.59,0.9874,15,
2021-11-02 20:18:44,1,10,2,3,7,0.56,0.988,14.79,
2021-11-02 20:22:14,1,12,2,4,8,0.47,0.9859,14.66,
2021-11-02 21:01:15,1,4,1,1,2,0.59,0.9835,13.87,
2021-11-02 21:04:44,1,5,1,3,3,0.60,0.9867,13.77,
2021-11-02 21:08:13,1,7,2,1,4,0.51,0.9815,13.63,
2021-11-02 21:11:43,1,8,1,4,5,0.44,0.9854,13.78,
2021-11-02 21:15:16,1,9,1,2,6,0.58,0.9921,13.95,
2021-11-02 21:18:45,1,10,2,3,7,0.66,0.9848,14.07,
2021-11-02 21:22:15,1,12,2,4,8,0.50,0.9873,14.17,
2021-11-02 22:01:14,1,4,1,1,2,0.49,0.9836,13.93,
2021-11-02 22:04:47,1,5,1,3,3,0.59,0.9885,13.89,
2021-11-02 22:08:16,1,7,2,1,4,0.47,0.9872,13.61,
2021-11-02 22:11:46,1,8,1,4,5,0.52,0.9854,13.67,
2021-11-02 22:15:15,1,9,1,2,6,0.62,0.9856,13.42,
2021-11-02 22:18:44,1,10,2,3,7,0.59,0.9869,13.35,
2021-11-02 23:01:14,1,4,1,1,2,0.57,0.9828,13.66,
2021-11-02 23:04:43,1,5,1,3,3,0.57,0.9888,13.6,
2021-11-02 23:08:12,1,7,2,1,4,0.60,0.9885,13.29,
2021-11-02 23:11:42,1,8,1,4,5,0.57,0.9815,13.44,
2021-11-02 23:15:11,1,9,1,2,6,0.73,0.989,13.27,
2021-11-02 23:18:40,1,10,2,3,7,0.58,0.9831,13.36,
2021-11-03 9:01:12,1,4,1,1,2,0.49,0.9854,22.23,
2021-11-03 9:04:41,1,5,1,3,3,0.60,0.9888,22.17,
2021-11-03 9:08:10,1,7,2,1,4,0.48,0.9851,22.99,
2021-11-03 9:11:39,1,8,1,4,5,0.47,0.9874,23.66,
2021-11-03 9:15:08,1,9,1,2,6,0.51,0.9879,24.21,
2021-11-03 9:18:37,1,10,2,3,7,0.50,0.9832,23.26,
2021-11-03 9:22:06,1,12,2,4,8,0.46,0.9829,24.1,
2021-11-03 10:01:13,1,4,1,1,2,0.50,0.9856,26.45,
2021-11-03 10:04:42,1,5,1,3,3,0.53,0.9881,25.44,
2021-11-03 10:08:15,1,7,2,1,4,0.46,0.9877,26.19,
2021-11-03 10:11:48,1,8,1,4,5,0.43,0.9899,26.78,
2021-11-03 10:15:20,1,9,1,2,6,0.52,0.9924,28.2,
2021-11-03 10:18:48,1,10,2,3,7,0.62,0.9831,26.91,
2021-11-03 10:22:17,1,12,2,4,8,0.50,0.9816,25.69,
2021-11-03 11:01:13,1,4,1,1,2,0.53,0.9883,29.25,
2021-11-03 11:04:42,1,5,1,3,3,0.60,0.9899,27.48,
2021-11-03 11:08:10,1,7,2,1,4,0.48,0.9849,28.68,
2021-11-03 11:11:43,1,8,1,4,5,0.45,0.9838,29.14,
2021-11-03 11:15:15,1,9,1,2,6,0.58,0.9823,28.97,
2021-11-03 11:18:47,1,10,2,3,7,0.55,0.9775,29.26,
2021-11-03 11:22:16,1,12,2,4,8,0.48,0.9863,28.6,
2021-11-03 12:01:11,1,4,1,1,2,0.50,0.9916,32.41,
2021-11-03 12:04:43,1,5,1,3,3,0.60,0.9911,32.05,
2021-11-03 12:08:11,1,7,2,1,4,0.56,0.9857,31.88,
2021-11-03 12:11:40,1,8,1,4,5,0.49,0.9838,32.83,
2021-11-03 12:15:12,1,9,1,2,6,0.72,0.9926,32.69,
2021-11-03 12:18:40,1,10,2,3,7,0.70,0.9853,31.69,
2021-11-03 12:22:09,1,12,2,4,8,0.58,0.9884,30.3,
2021-11-03 13:01:13,1,4,1,1,2,0.56,0.9854,31.13,
2021-11-03 13:04:41,1,5,1,3,3,0.69,0.9922,30.93,
2021-11-03 13:08:09,1,7,2,1,4,0.54,0.9908,33.03,
2021-11-03 13:11:37,1,8,1,4,5,0.53,0.9853,34.04,
2021-11-03 13:15:05,1,9,1,2,6,0.71,0.9897,32.78,
2021-11-03 13:18:33,1,10,2,3,7,0.65,0.99,32.56,
2021-11-03 13:22:02,1,12,2,4,8,0.52,0.9828,31.73,
2021-11-03 14:01:12,1,4,1,1,2,0.59,0.9901,34.02,
2021-11-03 14:04:40,1,5,1,3,3,0.60,0.9926,33.63,
2021-11-03 14:08:12,1,7,2,1,4,0.59,0.9882,33.02,
2021-11-03 14:11:40,1,8,1,4,5,0.47,0.9882,32.34,
2021-11-03 14:15:12,1,9,1,2,6,0.84,0.9947,32.31,
2021-11-03 14:18:40,1,10,2,3,7,0.66,0.9857,32.55,
2021-11-03 14:22:08,1,12,2,4,8,0.55,0.9935,32,
2021-11-03 15:01:12,1,4,1,1,2,0.54,0.993,33.21,
2021-11-03 15:04:40,1,5,1,3,3,0.58,0.989,32.76,
2021-11-03 15:08:12,1,7,2,1,4,0.51,0.9865,31.84,
2021-11-03 15:11:44,1,8,1,4,5,0.48,0.9867,32.48,
2021-11-03 15:15:16,1,9,1,2,6,0.69,0.9946,32.9,
2021-11-03 15:18:48,1,10,2,3,7,0.62,0.9915,31.35,
2021-11-03 15:22:17,1,12,2,4,8,0.52,0.9883,31.8,
2021-11-03 16:01:14,1,4,1,1,2,0.51,0.9869,33.32,
2021-11-03 16:04:47,1,5,1,3,3,0.59,0.9912,32.32,
2021-11-03 16:08:15,1,7,2,1,4,0.52,0.9839,32.87,
2021-11-03 16:11:48,1,8,1,4,5,0.48,0.9851,32.97,
2021-11-03 16:15:21,1,9,1,2,6,0.70,0.9952,32.51,
2021-11-03 16:18:53,1,10,2,3,7,0.72,0.987,30.23,
2021-11-03 16:22:23,1,12,2,4,8,0.57,0.99,31.64,
2021-11-03 17:01:15,1,4,1,1,2,0.56,0.9868,28.11,
2021-11-03 17:04:44,1,5,1,3,3,0.57,0.9868,27.36,
2021-11-03 17:08:17,1,7,2,1,4,0.51,0.9882,26.12,
2021-11-03 17:11:50,1,8,1,4,5,0.48,0.9832,25.23,
2021-11-03 17:15:23,1,9,1,2,6,0.64,0.9944,25.84,
2021-11-03 17:18:56,1,10,2,3,7,0.71,0.9827,24.33,
2021-11-03 17:22:25,1,12,2,4,8,0.54,0.9906,24.58,
2021-11-03 18:01:15,1,4,1,1,2,0.55,0.9897,18.71,
2021-11-03 18:04:44,1,5,1,3,3,0.57,0.9895,18.18,
2021-11-03 18:08:17,1,7,2,1,4,0.53,0.9853,17.75,
2021-11-03 18:11:46,1,8,1,4,5,0.55,0.985,17.38,
2021-11-03 18:15:15,1,9,1,2,6,0.72,0.9895,17.7,
2021-11-03 18:18:44,1,10,2,3,7,0.60,0.9842,17.85,
2021-11-03 18:22:17,1,12,2,4,8,0.49,0.9819,17.83,
2021-11-03 19:01:14,1,4,1,1,2,0.61,0.9832,16.88,
2021-11-03 19:04:43,1,5,1,3,3,0.60,0.9842,17.07,
2021-11-03 19:08:12,1,7,2,1,4,0.49,0.9832,16.92,
2021-11-03 19:11:45,1,8,1,4,5,0.47,0.9833,16.91,
2021-11-03 19:15:14,1,9,1,2,6,0.63,0.9926,16.8,
2021-11-03 19:18:47,1,10,2,3,7,0.77,0.9844,16.76,
2021-11-03 19:22:18,1,12,2,4,8,0.48,0.9832,16.82,
2021-11-03 20:01:14,1,4,1,1,2,0.47,0.9764,16.32,
2021-11-03 20:04:43,1,5,1,3,3,0.69,0.9888,16.22,
2021-11-03 20:08:12,1,7,2,1,4,0.60,0.9894,16,
2021-11-03 20:11:41,1,8,1,4,5,0.48,0.9837,16.06,
2021-11-03 20:15:10,1,9,1,2,6,0.69,0.9881,16.15,
2021-11-03 20:18:39,1,10,2,3,7,0.67,0.9873,15.77,
2021-11-03 20:22:09,1,12,2,4,8,0.59,0.9896,15.08,
2021-11-03 21:01:17,1,4,1,1,2,0.56,0.9829,14.47,
2021-11-03 21:04:46,1,5,1,3,3,0.66,0.9922,14.33,
2021-11-03 21:08:15,1,7,2,1,4,0.47,0.9799,14.15,
2021-11-03 21:11:44,1,8,1,4,5,0.53,0.9787,14.27,
2021-11-03 21:15:13,1,9,1,2,6,0.61,0.9885,14.19,
2021-11-03 21:18:42,1,10,2,3,7,0.72,0.992,13.93,
2021-11-03 21:22:12,1,12,2,4,8,0.49,0.984,13.63,
2021-11-03 22:01:12,1,4,1,1,2,0.53,0.9855,13.23,
2021-11-03 22:04:41,1,5,1,3,3,0.62,0.9871,13.05,
2021-11-03 22:08:10,1,7,2,1,4,0.49,0.9812,12.93,
2021-11-03 22:11:44,1,8,1,4,5,0.42,0.974,13.06,
2021-11-03 22:15:17,1,9,1,2,6,0.60,0.9874,13.07,
2021-11-03 22:18:46,1,10,2,3,7,0.57,0.9856,13.24,
2021-11-03 23:01:13,1,4,1,1,2,0.47,0.9817,12.8,
2021-11-03 23:04:46,1,5,1,3,3,0.56,0.9925,12.61,
2021-11-03 23:08:15,1,7,2,1,4,0.48,0.9801,12.37,
2021-11-03 23:11:45,1,8,1,4,5,0.46,0.9853,12.39,
2021-11-03 23:15:14,1,9,1,2,6,0.55,0.9839,12.42,
2021-11-03 23:18:47,1,10,2,3,7,0.74,0.9883,12.51,
2021-11-04 0:01:12,1,4,1,1,2,0.52,0.9802,12.06,
2021-11-04 0:04:41,1,5,1,3,3,0.56,0.9903,12.03,
2021-11-04 0:08:14,1,7,2,1,4,0.48,0.9815,11.7,
2021-11-04 0:11:44,1,8,1,4,5,0.54,0.9745,11.8,
2021-11-04 9:01:13,1,4,1,1,2,0.54,0.9758,24.66,
2021-11-04 9:04:42,1,5,1,3,3,0.55,0.9854,24.3,
2021-11-04 9:08:15,1,7,2,1,4,0.52,0.9861,25.31,
2021-11-04 9:11:44,1,8,1,4,5,0.54,0.9857,26.06,
2021-11-04 9:15:13,1,9,1,2,6,0.55,0.9907,25.44,
2021-11-04 9:18:42,1,10,2,3,7,0.50,0.9824,25.23,
2021-11-04 9:22:11,1,12,2,4,8,0.47,0.9862,24.89,
2021-11-04 10:01:13,1,4,1,1,2,0.48,0.988,28.68,
2021-11-04 10:04:46,1,5,1,3,3,0.54,0.9921,28.68,
2021-11-04 10:08:14,1,7,2,1,4,0.51,0.9872,29.35,
2021-11-04 10:11:43,1,8,1,4,5,0.42,0.9711,29.27,
2021-11-04 10:15:16,1,9,1,2,6,0.50,0.9915,29.98,
2021-11-04 10:18:48,1,10,2,3,7,0.58,0.9852,29.42,
2021-11-04 10:22:17,1,12,2,4,8,0.49,0.9846,28.09,
2021-11-04 11:01:13,1,4,1,1,2,0.48,0.9907,31.91,
2021-11-04 11:04:46,1,5,1,3,3,0.54,0.985,32.45,
2021-11-04 11:08:14,1,7,2,1,4,0.50,0.9878,33.07,
2021-11-04 11:11:47,1,8,1,4,5,0.46,0.9821,33.81,
2021-11-04 11:15:15,1,9,1,2,6,0.62,0.9834,34.27,
2021-11-04 11:18:43,1,10,2,3,7,0.65,0.9893,33.13,
2021-11-04 11:22:12,1,12,2,4,8,0.47,0.9779,33.14,
2021-11-04 12:01:15,1,4,1,1,2,0.58,0.9896,35.44,
2021-11-04 12:04:43,1,5,1,3,3,0.63,0.9896,34.18,
2021-11-04 12:08:11,1,7,2,1,4,0.56,0.9905,34.84,
2021-11-04 12:11:40,1,8,1,4,5,0.46,0.9847,34.76,
2021-11-04 12:15:12,1,9,1,2,6,0.84,0.9929,35.55,
2021-11-04 12:18:40,1,10,2,3,7,0.72,0.9882,34.96,
2021-11-04 12:22:09,1,12,2,4,8,0.51,0.9901,34.57,
2021-11-04 13:01:13,1,4,1,1,2,0.53,0.9933,36.3,
2021-11-04 13:04:44,1,5,1,3,3,0.61,0.9915,35.88,
2021-11-04 13:08:12,1,7,2,1,4,0.59,0.9902,37.51,
2021-11-04 13:11:40,1,8,1,4,5,0.49,0.99,36.93,
2021-11-04 13:15:12,1,9,1,2,6,0.74,0.9963,36.41,
2021-11-04 13:18:40,1,10,2,3,7,0.61,0.9835,34.49,
2021-11-04 13:22:09,1,12,2,4,8,0.54,0.9909,34.78,
2021-11-04 14:01:10,1,4,1,1,2,0.59,0.9876,35.69,
2021-11-04 14:04:38,1,5,1,3,3,0.56,0.991,34.88,
2021-11-04 14:08:10,1,7,2,1,4,0.54,0.9872,34.97,
2021-11-04 14:11:42,1,8,1,4,5,0.55,0.9923,35.25,
2021-11-04 14:15:10,1,9,1,2,6,0.89,0.994,35.59,
2021-11-04 14:18:38,1,10,2,3,7,0.57,0.991,35.94,
2021-11-04 14:22:09,1,12,2,4,8,0.56,0.9936,36.27,
2021-11-04 15:01:11,1,4,1,1,2,0.52,0.9863,33.48,
2021-11-04 15:04:43,1,5,1,3,3,0.57,0.992,34.3,
2021-11-04 15:08:15,1,7,2,1,4,0.55,0.9878,33.98,
2021-11-04 15:11:43,1,8,1,4,5,0.48,0.9905,35.34,
2021-11-04 15:15:15,1,9,1,2,6,0.74,0.9939,35.55,
2021-11-04 15:18:47,1,10,2,3,7,0.65,0.9836,35.39,
2021-11-04 15:22:16,1,12,2,4,8,0.53,0.9898,32.89,
2021-11-04 16:01:12,1,4,1,1,2,0.56,0.9919,35.26,
2021-11-04 16:04:45,1,5,1,3,3,0.60,0.9926,34.45,
2021-11-04 16:08:17,1,7,2,1,4,0.63,0.9932,36,
2021-11-04 16:11:46,1,8,1,4,5,0.53,0.9876,35.8,
2021-11-04 16:15:15,1,9,1,2,6,0.71,0.9933,34.98,
2021-11-04 16:18:47,1,10,2,3,7,0.67,0.9929,33.37,
2021-11-04 16:22:16,1,12,2,4,8,0.60,0.9912,35.34,
2021-11-04 17:01:15,1,4,1,1,2,0.63,0.9891,31.1,
2021-11-04 17:04:44,1,5,1,3,3,0.57,0.9881,29.92,
2021-11-04 17:08:17,1,7,2,1,4,0.60,0.9867,29.27,
2021-11-04 17:11:46,1,8,1,4,5,0.58,0.9871,27.79,
2021-11-04 17:15:15,1,9,1,2,6,0.72,0.9898,27.67,
2021-11-04 17:18:48,1,10,2,3,7,0.69,0.9868,26.07,
2021-11-04 17:22:17,1,12,2,4,8,0.54,0.9901,26.3,
2021-11-04 18:01:13,1,4,1,1,2,0.57,0.983,20.59,
2021-11-04 18:04:42,1,5,1,3,3,0.60,0.9893,20.3,
2021-11-04 18:08:11,1,7,2,1,4,0.56,0.9886,19.95,
2021-11-04 18:11:40,1,8,1,4,5,0.57,0.9869,19.56,
2021-11-04 18:15:09,1,9,1,2,6,0.64,0.9936,19.06,
2021-11-04 18:18:42,1,10,2,3,7,0.67,0.9858,18.93,
2021-11-04 18:22:11,1,12,2,4,8,0.52,0.9868,18.78,
2021-11-04 19:01:13,1,4,1,1,2,0.53,0.9782,17.87,
2021-11-04 19:04:42,1,5,1,3,3,0.62,0.9844,17.73,
2021-11-04 19:08:11,1,7,2,1,4,0.55,0.986,17.63,
2021-11-04 19:11:40,1,8,1,4,5,0.49,0.98,17.61,
2021-11-04 19:15:09,1,9,1,2,6,0.63,0.99,17.42,
2021-11-04 19:18:42,1,10,2,3,7,0.70,0.987,17.25,
2021-11-04 19:22:12,1,12,2,4,8,0.48,0.9867,17.09,
2021-11-04 20:01:14,1,4,1,1,2,0.52,0.9839,16.46,
2021-11-04 20:04:43,1,5,1,3,3,0.56,0.9898,16.31,
2021-11-04 20:08:12,1,7,2,1,4,0.59,0.9846,16.1,
2021-11-04 20:11:41,1,8,1,4,5,0.49,0.9787,16.05,
2021-11-04 20:15:10,1,9,1,2,6,0.59,0.9894,15.91,
2021-11-04 20:18:43,1,10,2,3,7,0.65,0.9901,15.85,
2021-11-04 20:22:13,1,12,2,4,8,0.51,0.9876,15.88,
2021-11-04 21:01:16,1,4,1,1,2,0.47,0.9835,15.78,
2021-11-04 21:04:45,1,5,1,3,3,0.59,0.987,15.74,
2021-11-04 21:08:14,1,7,2,1,4,0.50,0.9864,15.41,
2021-11-04 21:11:43,1,8,1,4,5,0.44,0.9723,15.38,
2021-11-04 21:15:16,1,9,1,2,6,0.63,0.9862,15.34,
2021-11-04 21:18:45,1,10,2,3,7,0.73,0.9916,15.14,
2021-11-04 21:22:15,1,12,2,4,8,0.42,0.9853,15.1,
2021-11-04 22:01:12,1,4,1,1,2,0.51,0.9849,14.66,
2021-11-04 22:04:41,1,5,1,3,3,0.52,0.987,14.4,
2021-11-04 22:08:14,1,7,2,1,4,0.53,0.985,14.15,
2021-11-04 22:11:43,1,8,1,4,5,0.52,0.9795,14.17,
2021-11-04 22:15:12,1,9,1,2,6,0.56,0.9883,14.06,
2021-11-04 22:18:45,1,10,2,3,7,0.62,0.9856,13.96,
2021-11-04 22:22:15,1,12,2,4,8,0.44,0.9798,13.96,
2021-11-04 23:01:13,1,4,1,1,2,0.52,0.9852,13.99,
2021-11-04 23:04:42,1,5,1,3,3,0.55,0.989,13.85,
2021-11-04 23:08:11,1,7,2,1,4,0.59,0.9842,13.69,
2021-11-04 23:11:41,1,8,1,4,5,0.50,0.9807,13.94,
2021-11-04 23:15:10,1,9,1,2,6,0.56,0.9871,13.87,
2021-11-04 23:18:39,1,10,2,3,7,0.72,0.9883,13.8,
2021-11-04 23:22:09,1,12,2,4,8,0.46,0.9851,13.8,
2021-11-05 0:01:13,1,4,1,1,2,0.46,0.9785,13.7,
2021-11-05 0:04:46,1,5,1,3,3,0.56,0.9867,13.4,
2021-11-05 0:08:19,1,7,2,1,4,0.47,0.9785,13.24,
2021-11-05 0:11:53,1,8,1,4,5,0.50,0.9809,13.22,
2021-11-05 0:15:22,1,9,1,2,6,0.61,0.9865,13.21,
2021-11-05 0:18:51,1,10,2,3,7,0.64,0.9888,13,
2021-11-05 0:22:22,1,12,2,4,8,0.45,0.9808,12.52,
2021-11-05 1:01:13,1,4,1,1,2,0.64,0.9812,12.42,
2021-11-05 1:04:42,1,5,1,3,3,0.56,0.9864,12.56,
2021-11-05 1:08:15,1,7,2,1,4,0.47,0.9837,12.36,
2021-11-05 1:11:49,1,8,1,4,5,0.51,0.9787,12.47,
2021-11-05 1:15:18,1,9,1,2,6,0.54,0.9823,12.61,
2021-11-05 1:18:50,1,10,2,3,7,0.63,0.9851,12.72,
2021-11-05 1:22:20,1,12,2,4,8,0.55,0.9845,12.86,
2021-11-05 2:01:13,1,4,1,1,2,0.51,0.9837,12.46,
2021-11-05 2:04:42,1,5,1,3,3,0.53,0.9892,12.28,
2021-11-05 2:08:15,1,7,2,1,4,0.48,0.9879,12.12,
2021-11-05 2:11:49,1,8,1,4,5,0.54,0.97,12.58,
2021-11-05 2:15:18,1,9,1,2,6,0.68,0.9813,12.66,
2021-11-05 2:18:47,1,10,2,3,7,0.61,0.9887,12.45,
2021-11-05 3:01:15,1,4,1,1,2,0.50,0.9744,12.57,
2021-11-05 3:04:48,1,5,1,3,3,0.59,0.9878,12.56,
2021-11-05 3:08:17,1,7,2,1,4,0.52,0.9777,12.25,
2021-11-05 10:01:14,1,4,1,1,2,0.48,0.9892,28.6,
2021-11-05 10:04:43,1,5,1,3,3,0.53,0.9815,27.8,
2021-11-05 10:08:12,1,7,2,1,4,0.52,0.9871,28.33,
2021-11-05 10:11:41,1,8,1,4,5,0.42,0.9755,29.26,
2021-11-05 10:15:14,1,9,1,2,6,0.47,0.9823,29.61,
2021-11-05 10:18:47,1,10,2,3,7,0.61,0.9842,29.33,
2021-11-05 10:22:16,1,12,2,4,8,0.44,0.981,28.51,
2021-11-05 11:01:15,1,4,1,1,2,0.48,0.9846,32.63,
2021-11-05 11:04:48,1,5,1,3,3,0.55,0.9919,32.8,
2021-11-05 11:08:16,1,7,2,1,4,0.50,0.9877,33.64,
2021-11-05 11:11:49,1,8,1,4,5,0.45,0.9905,34.03,
2021-11-05 11:15:21,1,9,1,2,6,0.66,0.9881,33.52,
2021-11-05 11:18:49,1,10,2,3,7,0.63,0.9865,32.2,
2021-11-05 11:22:18,1,12,2,4,8,0.52,0.9886,33.61,
2021-11-05 12:01:12,1,4,1,1,2,0.50,0.9899,33.89,
2021-11-05 12:04:44,1,5,1,3,3,0.56,0.992,34.95,
2021-11-05 12:08:15,1,7,2,1,4,0.56,0.9892,34.35,
2021-11-05 12:11:44,1,8,1,4,5,0.50,0.9891,33.8,
2021-11-05 12:15:12,1,9,1,2,6,0.78,0.9943,35.75,
2021-11-05 12:18:40,1,10,2,3,7,0.66,0.9913,34.21,
2021-11-05 12:22:09,1,12,2,4,8,0.50,0.9895,33.51,
2021-11-05 13:01:11,1,4,1,1,2,0.54,0.9862,37.35,
2021-11-05 13:04:39,1,5,1,3,3,0.56,0.9901,34.99,
2021-11-05 13:08:11,1,7,2,1,4,0.54,0.9937,35.3,
2021-11-05 13:11:43,1,8,1,4,5,0.50,0.9856,35.63,
2021-11-05 13:15:11,1,9,1,2,6,0.71,0.9919,35.71,
2021-11-05 13:18:39,1,10,2,3,7,0.51,0.9751,35.68,
2021-11-05 13:22:07,1,12,2,4,8,0.54,0.988,35.58,
2021-11-05 14:01:13,1,4,1,1,2,0.52,0.981,36.19,
2021-11-05 14:04:45,1,5,1,3,3,0.55,0.9863,35.02,
2021-11-05 14:08:16,1,7,2,1,4,0.53,0.9795,35.11,
2021-11-05 14:11:45,1,8,1,4,5,0.52,0.9878,34.44,
2021-11-05 14:15:13,1,9,1,2,6,0.92,0.9943,34.06,
2021-11-05 14:18:41,1,10,2,3,7,0.73,0.9865,34.49,
2021-11-05 14:22:10,1,12,2,4,8,0.64,0.9913,34.78,
2021-11-05 15:01:13,1,4,1,1,2,0.59,0.9872,32.5,
2021-11-05 15:04:41,1,5,1,3,3,0.67,0.9889,32.57,
2021-11-05 15:08:09,1,7,2,1,4,0.53,0.9856,32.52,
2021-11-05 15:11:41,1,8,1,4,5,0.45,0.9901,32.58,
2021-11-05 15:15:10,1,9,1,2,6,0.75,0.9923,32.32,
2021-11-05 15:18:38,1,10,2,3,7,0.50,0.9866,33.1,
2021-11-05 15:22:11,1,12,2,4,8,0.53,0.9903,32.28,
2021-11-05 16:01:13,1,4,1,1,2,0.57,0.9901,34.6,
2021-11-05 16:04:42,1,5,1,3,3,0.60,0.9904,33.38,
2021-11-05 16:08:11,1,7,2,1,4,0.61,0.9865,32.97,
2021-11-05 16:11:40,1,8,1,4,5,0.47,0.9841,32.16,
2021-11-05 16:15:09,1,9,1,2,6,0.67,0.9872,32.18,
2021-11-05 16:18:42,1,10,2,3,7,0.60,0.9841,30.4,
2021-11-05 16:22:11,1,12,2,4,8,0.53,0.9905,29.83,
2021-11-05 17:01:12,1,4,1,1,2,0.55,0.99,28.04,
2021-11-05 17:04:45,1,5,1,3,3,0.67,0.9918,26.78,
2021-11-05 17:08:14,1,7,2,1,4,0.65,0.9884,26.71,
2021-11-05 17:11:43,1,8,1,4,5,0.51,0.9871,26.21,
2021-11-05 17:15:12,1,9,1,2,6,0.66,0.9916,25.99,
2021-11-05 17:18:45,1,10,2,3,7,0.56,0.9875,24.87,
2021-11-05 17:22:14,1,12,2,4,8,0.51,0.9875,25.43,
2021-11-05 18:01:13,1,4,1,1,2,0.53,0.9861,21.12,
2021-11-05 18:04:42,1,5,1,3,3,0.54,0.9877,20.71,
2021-11-05 18:08:15,1,7,2,1,4,0.55,0.9868,20.42,
2021-11-05 18:11:44,1,8,1,4,5,0.55,0.9818,20.34,
2021-11-05 18:15:13,1,9,1,2,6,0.79,0.987,20.25,
2021-11-05 18:18:42,1,10,2,3,7,0.68,0.9842,20.04,
2021-11-05 18:22:11,1,12,2,4,8,0.56,0.9831,19.92,
2021-11-05 19:01:14,1,4,1,1,2,0.47,0.9845,18.7,
2021-11-05 19:04:47,1,5,1,3,3,0.55,0.9877,18.47,
2021-11-05 19:08:16,1,7,2,1,4,0.57,0.9809,18.3,
2021-11-05 19:11:45,1,8,1,4,5,0.46,0.9783,18.38,
2021-11-05 19:15:14,1,9,1,2,6,0.66,0.983,18.33,
2021-11-05 19:18:43,1,10,2,3,7,0.67,0.9867,18.36,
2021-11-05 19:22:13,1,12,2,4,8,0.49,0.984,18.47,
2021-11-05 20:01:12,1,4,1,1,2,0.50,0.9823,18.28,
2021-11-05 20:04:41,1,5,1,3,3,0.53,0.9853,18.19,
2021-11-05 20:08:14,1,7,2,1,4,0.46,0.9836,18.1,
2021-11-05 20:11:48,1,8,1,4,5,0.44,0.9865,18.38,
2021-11-05 20:15:17,1,9,1,2,6,0.55,0.9924,18.48,
2021-11-05 20:18:50,1,10,2,3,7,0.73,0.9899,18.6,
2021-11-05 20:22:20,1,12,2,4,8,0.47,0.9802,18.4,
2021-11-05 21:01:14,1,4,1,1,2,0.46,0.9818,17.41,
2021-11-05 21:04:47,1,5,1,3,3,0.58,0.9885,17.18,
2021-11-05 21:08:16,1,7,2,1,4,0.48,0.9762,16.85,
2021-11-05 21:11:46,1,8,1,4,5,0.39,0.9781,17.15,
2021-11-05 21:15:19,1,9,1,2,6,0.65,0.9868,17.18,
2021-11-05 21:18:48,1,10,2,3,7,0.58,0.9874,17.48,
2021-11-05 21:22:18,1,12,2,4,8,0.49,0.9764,17.48,
2021-11-05 22:01:14,1,4,1,1,2,0.52,0.983,16.27,
2021-11-05 22:04:43,1,5,1,3,3,0.58,0.9903,16.15,
