Date,House,Plot,W,S,Port,Flux,R2,Tchamb.,
2020-09-03 5:06:13,1,4,1,1,2,1.15,0.9972,21.37,
2020-09-03 5:09:44,1,5,1,3,3,0.90,0.9972,21.36,
2020-09-03 5:13:14,1,7,2,1,4,0.88,0.9975,21.2,
2020-09-03 5:16:43,1,8,1,4,5,0.94,0.9928,21.24,
2020-09-03 5:20:12,1,9,1,2,6,1.21,0.995,20.9,
2020-09-03 5:23:41,1,10,2,3,7,1.15,0.9943,20.55,
2020-09-03 5:27:15,1,12,2,4,8,0.94,0.9957,20.21,
2020-09-03 6:02:43,1,2,2,2,1,1.04,0.9964,20.75,
2020-09-03 6:06:13,1,4,1,1,2,1.18,0.9971,20.81,
2020-09-03 6:09:43,1,5,1,3,3,0.87,0.9966,20.72,
2020-09-03 6:13:13,1,7,2,1,4,0.81,0.9959,20.56,
2020-09-03 6:16:47,1,8,1,4,5,0.86,0.993,20.79,
2020-09-03 6:20:16,1,9,1,2,6,1.04,0.9963,20.91,
2020-09-03 6:23:49,1,10,2,3,7,1.11,0.995,21.14,
2020-09-03 6:27:23,1,12,2,4,8,0.83,0.996,21.44,
2020-09-03 7:02:43,1,2,2,2,1,1.11,0.9979,25.64,
2020-09-03 7:06:12,1,4,1,1,2,1.11,0.9969,25.96,
2020-09-03 7:09:43,1,5,1,3,3,0.91,0.9954,25.95,
2020-09-03 7:13:13,1,7,2,1,4,0.83,0.9944,25.94,
2020-09-03 7:16:42,1,8,1,4,5,0.90,0.9955,26.38,
2020-09-03 7:20:11,1,9,1,2,6,1.27,0.9978,26.66,
2020-09-03 7:23:40,1,10,2,3,7,1.52,0.9977,26.72,
2020-09-03 7:27:09,1,12,2,4,8,0.87,0.9965,27.51,
2020-09-03 8:02:43,1,2,2,2,1,1.12,0.9968,29.58,
2020-09-03 8:06:12,1,4,1,1,2,1.14,0.9965,29.17,
2020-09-03 8:09:42,1,5,1,3,3,0.84,0.9944,29.12,
2020-09-03 8:13:12,1,7,2,1,4,0.84,0.9954,29.21,
2020-09-03 8:16:41,1,8,1,4,5,0.89,0.9962,30.35,
2020-09-03 8:20:10,1,9,1,2,6,1.05,0.996,31.27,
2020-09-03 8:23:39,1,10,2,3,7,1.41,0.9983,31.13,
2020-09-03 8:27:10,1,12,2,4,8,0.85,0.9954,31.1,
2020-09-03 9:02:43,1,2,2,2,1,1.08,0.997,34.4,
2020-09-03 9:06:12,1,4,1,1,2,1.20,0.9981,35.2,
2020-09-03 9:09:42,1,5,1,3,3,0.81,0.9973,34.44,
2020-09-03 9:13:15,1,7,2,1,4,0.93,0.994,34.02,
2020-09-03 9:16:44,1,8,1,4,5,0.89,0.9957,35.28,
2020-09-03 9:20:17,1,9,1,2,6,0.96,0.994,35.64,
2020-09-03 9:23:50,1,10,2,3,7,1.29,0.9977,35.95,
2020-09-03 9:27:19,1,12,2,4,8,0.87,0.9967,35.33,
2020-09-03 10:02:43,1,2,2,2,1,1.04,0.9968,36.85,
2020-09-03 10:06:15,1,4,1,1,2,1.17,0.9977,37.53,
2020-09-03 10:09:45,1,5,1,3,3,0.89,0.995,38.49,
2020-09-03 10:13:14,1,7,2,1,4,0.88,0.9957,38.56,
2020-09-03 10:16:47,1,8,1,4,5,0.95,0.9964,39.11,
2020-09-03 10:20:16,1,9,1,2,6,1.08,0.9963,39.3,
2020-09-03 10:23:48,1,10,2,3,7,1.09,0.9965,39.21,
2020-09-03 10:27:20,1,12,2,4,8,0.94,0.9967,38.95,
2020-09-03 11:02:43,1,2,2,2,1,1.20,0.9976,40.86,
2020-09-03 11:06:12,1,4,1,1,2,1.27,0.9974,39.83,
2020-09-03 11:09:46,1,5,1,3,3,0.82,0.9955,39.77,
2020-09-03 11:13:18,1,7,2,1,4,0.92,0.9933,39.34,
2020-09-03 11:16:47,1,8,1,4,5,0.98,0.9932,40.56,
2020-09-03 11:20:19,1,9,1,2,6,1.33,0.9962,40.56,
2020-09-03 11:23:47,1,10,2,3,7,1.16,0.9957,40.64,
2020-09-03 11:27:19,1,12,2,4,8,1.03,0.9957,39.69,
2020-09-03 12:02:43,1,2,2,2,1,1.27,0.9977,41.64,
2020-09-03 12:06:16,1,4,1,1,2,6.05,0.9994,39.2,
2020-09-03 12:09:50,1,5,1,3,3,0.91,0.9968,41.73,
2020-09-03 12:13:23,1,7,2,1,4,2.79,0.9994,39.1,
2020-09-03 12:16:55,1,8,1,4,5,1.21,0.998,42.8,
2020-09-03 12:20:23,1,9,1,2,6,1.29,0.9973,42.74,
2020-09-03 12:23:55,1,10,2,3,7,1.39,0.997,44.14,
2020-09-03 12:27:24,1,12,2,4,8,1.12,0.9975,42.63,
2020-09-03 13:02:42,1,2,2,2,1,1.35,0.9977,43.86,
2020-09-03 13:06:15,1,4,1,1,2,4.01,0.9991,40.75,
2020-09-03 13:09:49,1,5,1,3,3,0.99,0.9973,43.23,
2020-09-03 13:13:18,1,7,2,1,4,2.36,0.9988,41.72,
2020-09-03 13:16:50,1,8,1,4,5,1.15,0.9967,44.03,
2020-09-03 13:20:18,1,9,1,2,6,1.45,0.9979,43.66,
2020-09-03 13:23:46,1,10,2,3,7,1.29,0.9962,43.62,
2020-09-03 13:27:19,1,12,2,4,8,1.21,0.9984,42.61,
2020-09-03 14:02:42,1,2,2,2,1,1.38,0.9988,43.52,
2020-09-03 14:06:15,1,4,1,1,2,3.14,0.9987,44.51,
2020-09-03 14:09:48,1,5,1,3,3,0.97,0.9985,43.74,
2020-09-03 14:13:21,1,7,2,1,4,2.13,0.9986,42.91,
2020-09-03 14:16:53,1,8,1,4,5,1.07,0.9965,42.6,
2020-09-03 14:20:21,1,9,1,2,6,1.58,0.9981,45.04,
2020-09-03 14:23:52,1,10,2,3,7,1.31,0.9979,46.86,
2020-09-03 14:27:25,1,12,2,4,8,1.18,0.998,43.44,
2020-09-03 15:02:42,1,2,2,2,1,1.55,0.9985,43.38,
2020-09-03 15:06:11,1,4,1,1,2,2.60,0.9989,42.91,
2020-09-03 15:09:45,1,5,1,3,3,1.03,0.9963,44.14,
2020-09-03 15:13:18,1,7,2,1,4,1.87,0.9991,43.03,
2020-09-03 15:16:50,1,8,1,4,5,1.13,0.9965,43.75,
2020-09-03 15:20:21,1,9,1,2,6,1.74,0.993,44.79,
2020-09-03 15:23:53,1,10,2,3,7,1.29,0.9961,45.22,
2020-09-03 15:27:26,1,12,2,4,8,1.27,0.9981,43.04,
2020-09-03 16:02:42,1,2,2,2,1,1.38,0.9982,42.67,
2020-09-03 16:06:15,1,4,1,1,2,2.27,0.9988,42.86,
2020-09-03 16:09:49,1,5,1,3,3,1.08,0.9978,42.75,
2020-09-03 16:13:18,1,7,2,1,4,1.69,0.998,41.75,
2020-09-03 16:16:49,1,8,1,4,5,1.08,0.9979,41.87,
2020-09-03 16:20:17,1,9,1,2,6,1.59,0.9958,42.53,
2020-09-03 16:23:45,1,10,2,3,7,1.44,0.9934,41.72,
2020-09-03 16:27:17,1,12,2,4,8,1.27,0.9984,41.9,
2020-09-03 17:02:42,1,2,2,2,1,1.34,0.9989,40.96,
2020-09-03 17:06:11,1,4,1,1,2,2.03,0.999,40.85,
2020-09-03 17:09:45,1,5,1,3,3,1.01,0.9969,40.21,
2020-09-03 17:13:14,1,7,2,1,4,1.54,0.9986,39.69,
2020-09-03 17:16:47,1,8,1,4,5,1.08,0.9977,39.35,
2020-09-03 17:20:19,1,9,1,2,6,1.47,0.9979,39.65,
2020-09-03 17:23:51,1,10,2,3,7,1.37,0.9914,39.09,
2020-09-03 17:27:23,1,12,2,4,8,1.11,0.9985,40.35,
2020-09-03 18:02:43,1,2,2,2,1,1.32,0.998,36.04,
2020-09-03 18:06:16,1,4,1,1,2,1.85,0.9991,35.64,
2020-09-03 18:09:50,1,5,1,3,3,0.93,0.9977,35.71,
2020-09-03 18:13:24,1,7,2,1,4,1.37,0.9978,35.34,
2020-09-03 18:16:57,1,8,1,4,5,0.99,0.9976,35.54,
2020-09-03 18:20:29,1,9,1,2,6,1.41,0.9961,35.05,
2020-09-03 18:24:02,1,10,2,3,7,1.32,0.9968,34.82,
2020-09-03 18:27:31,1,12,2,4,8,1.05,0.9981,34.48,
2020-09-03 19:02:43,1,2,2,2,1,1.33,0.9984,32.25,
2020-09-03 19:06:16,1,4,1,1,2,1.81,0.9994,31.73,
2020-09-03 19:09:50,1,5,1,3,3,1.07,0.9967,31.44,
2020-09-03 19:13:19,1,7,2,1,4,1.51,0.9969,30.99,
2020-09-03 19:16:48,1,8,1,4,5,0.99,0.995,30.91,
2020-09-03 19:20:21,1,9,1,2,6,1.60,0.9955,30.95,
2020-09-03 19:23:50,1,10,2,3,7,1.50,0.9964,30.8,
2020-09-03 19:27:19,1,12,2,4,8,1.15,0.9979,30.35,
2020-09-03 20:02:43,1,2,2,2,1,1.28,0.9978,29.57,
2020-09-03 20:06:12,1,4,1,1,2,1.70,0.9986,29.53,
2020-09-03 20:09:42,1,5,1,3,3,0.96,0.9957,29.39,
2020-09-03 20:13:15,1,7,2,1,4,1.27,0.9979,28.99,
2020-09-03 20:16:48,1,8,1,4,5,0.93,0.9926,29.13,
2020-09-03 20:20:21,1,9,1,2,6,1.41,0.9975,29.29,
2020-09-03 20:23:50,1,10,2,3,7,1.37,0.997,29.29,
2020-09-03 20:27:19,1,12,2,4,8,1.17,0.9984,28.96,
2020-09-03 21:02:43,1,2,2,2,1,1.20,0.9986,27.87,
2020-09-03 21:06:16,1,4,1,1,2,1.59,0.9987,27.68,
2020-09-03 21:09:50,1,5,1,3,3,0.93,0.996,27.68,
2020-09-03 21:13:23,1,7,2,1,4,1.15,0.9971,27.51,
2020-09-03 21:16:56,1,8,1,4,5,0.96,0.9965,27.69,
2020-09-03 21:20:25,1,9,1,2,6,1.40,0.9968,27.72,
2020-09-03 21:23:54,1,10,2,3,7,1.27,0.9967,27.65,
2020-09-03 21:27:23,1,12,2,4,8,1.05,0.9973,27.56,
2020-09-03 22:02:43,1,2,2,2,1,1.28,0.9979,26.95,
2020-09-03 22:06:12,1,4,1,1,2,1.52,0.9981,26.89,
2020-09-03 22:09:46,1,5,1,3,3,0.93,0.9964,26.82,
2020-09-03 22:13:15,1,7,2,1,4,1.12,0.9972,26.66,
2020-09-03 22:16:48,1,8,1,4,5,0.98,0.9924,26.74,
2020-09-03 22:20:17,1,9,1,2,6,1.33,0.998,26.66,
2020-09-03 22:23:46,1,10,2,3,7,1.24,0.9964,26.57,
2020-09-03 22:27:18,1,12,2,4,8,1.06,0.9968,26.6,
2020-09-03 23:02:43,1,2,2,2,1,1.15,0.9979,26.55,
2020-09-03 23:06:16,1,4,1,1,2,1.47,0.9988,26.55,
2020-09-03 23:09:50,1,5,1,3,3,0.95,0.9959,26.59,
2020-09-03 23:13:20,1,7,2,1,4,1.07,0.9978,26.49,
2020-09-03 23:16:53,1,8,1,4,5,0.91,0.994,26.57,
2020-09-03 23:20:22,1,9,1,2,6,1.49,0.9957,26.32,
2020-09-03 23:23:51,1,10,2,3,7,1.46,0.9976,26.13,
2020-09-03 23:27:20,1,12,2,4,8,1.11,0.9971,26.09,
2020-09-04 0:02:43,1,2,2,2,1,1.22,0.9974,25.97,
2020-09-04 0:06:12,1,4,1,1,2,1.44,0.9982,25.89,
2020-09-04 0:09:45,1,5,1,3,3,0.99,0.9973,25.77,
2020-09-04 0:13:15,1,7,2,1,4,1.05,0.9974,25.46,
2020-09-04 0:16:48,1,8,1,4,5,0.96,0.9957,25.71,
2020-09-04 0:20:17,1,9,1,2,6,1.32,0.9982,25.64,
2020-09-04 0:23:46,1,10,2,3,7,1.26,0.9953,25.63,
2020-09-04 0:27:15,1,12,2,4,8,1.00,0.997,25.67,
2020-09-04 1:02:43,1,2,2,2,1,1.12,0.9975,25.52,
2020-09-04 1:06:17,1,4,1,1,2,1.39,0.9985,25.55,
2020-09-04 1:09:50,1,5,1,3,3,0.94,0.9967,25.47,
2020-09-04 1:13:20,1,7,2,1,4,1.04,0.9958,25.15,
2020-09-04 1:16:49,1,8,1,4,5,0.84,0.9961,25.25,
2020-09-04 1:20:22,1,9,1,2,6,1.29,0.9969,25.14,
2020-09-04 1:23:51,1,10,2,3,7,1.27,0.9968,25.15,
2020-09-04 1:27:20,1,12,2,4,8,0.94,0.9961,25.23,
2020-09-04 2:02:43,1,2,2,2,1,1.26,0.998,25.46,
2020-09-04 2:06:12,1,4,1,1,2,1.36,0.9981,25.67,
2020-09-04 2:09:46,1,5,1,3,3,0.91,0.9976,25.44,
2020-09-04 2:13:16,1,7,2,1,4,1.01,0.9968,25.1,
2020-09-04 2:16:49,1,8,1,4,5,0.95,0.9956,25.14,
2020-09-04 2:20:18,1,9,1,2,6,1.25,0.9968,25.24,
2020-09-04 2:23:47,1,10,2,3,7,1.33,0.9983,25.15,
2020-09-04 2:27:16,1,12,2,4,8,1.13,0.9962,24.8,
2020-09-04 3:02:43,1,2,2,2,1,1.17,0.9987,24.24,
2020-09-04 3:06:13,1,4,1,1,2,1.36,0.9984,24.58,
2020-09-04 3:09:43,1,5,1,3,3,0.89,0.9966,24.61,
2020-09-04 3:13:13,1,7,2,1,4,0.95,0.9978,24.37,
2020-09-04 3:16:46,1,8,1,4,5,1.08,0.9961,24.42,
2020-09-04 3:20:17,1,9,1,2,6,1.21,0.9974,24.5,
2020-09-04 3:23:46,1,10,2,3,7,1.18,0.9944,24.7,
2020-09-04 3:27:15,1,12,2,4,8,1.02,0.9959,24.7,
2020-09-04 4:02:43,1,2,2,2,1,1.19,0.9982,24.38,
2020-09-04 4:06:13,1,4,1,1,2,1.26,0.9976,24.42,
2020-09-04 4:09:47,1,5,1,3,3,0.90,0.9956,24.46,
2020-09-04 4:13:17,1,7,2,1,4,0.95,0.9974,24.08,
2020-09-04 4:16:46,1,8,1,4,5,0.80,0.9959,24.33,
2020-09-04 4:20:19,1,9,1,2,6,1.20,0.9973,24.24,
2020-09-04 4:23:48,1,10,2,3,7,1.16,0.9964,24.25,
2020-09-04 4:27:21,1,12,2,4,8,0.97,0.9965,24.29,
2020-09-04 5:02:43,1,2,2,2,1,1.19,0.9968,24.09,
2020-09-04 5:06:13,1,4,1,1,2,1.22,0.9984,24.06,
2020-09-04 5:09:47,1,5,1,3,3,0.84,0.9965,23.98,
2020-09-04 5:13:20,1,7,2,1,4,0.90,0.9969,23.93,
2020-09-04 5:16:52,1,8,1,4,5,0.85,0.9944,24.26,
2020-09-04 5:20:21,1,9,1,2,6,1.11,0.9982,24.27,
2020-09-04 5:23:54,1,10,2,3,7,1.34,0.9962,24.3,
2020-09-04 5:27:23,1,12,2,4,8,0.94,0.9964,24.16,
2020-09-04 6:02:43,1,2,2,2,1,1.09,0.9979,24.04,
2020-09-04 6:06:13,1,4,1,1,2,1.25,0.9986,24.18,
2020-09-04 6:09:43,1,5,1,3,3,0.90,0.9953,23.95,
2020-09-04 6:13:13,1,7,2,1,4,0.89,0.9964,23.58,
2020-09-04 6:16:46,1,8,1,4,5,0.82,0.9918,23.76,
2020-09-04 6:20:15,1,9,1,2,6,1.14,0.996,23.73,
2020-09-04 6:23:44,1,10,2,3,7,1.22,0.996,24.05,
2020-09-04 6:27:13,1,12,2,4,8,0.86,0.9968,24.48,
2020-09-04 7:02:42,1,2,2,2,1,1.04,0.9978,28.17,
2020-09-04 7:06:15,1,4,1,1,2,1.22,0.9983,28.01,
2020-09-04 7:09:49,1,5,1,3,3,0.84,0.9958,27.67,
2020-09-04 7:13:22,1,7,2,1,4,0.88,0.9965,27.57,
2020-09-04 7:16:55,1,8,1,4,5,0.90,0.9936,27.93,
2020-09-04 7:20:24,1,9,1,2,6,1.36,0.9983,28.4,
2020-09-04 7:23:53,1,10,2,3,7,1.21,0.9966,28.39,
2020-09-04 7:27:23,1,12,2,4,8,0.83,0.9964,28.14,
2020-09-04 8:02:43,1,2,2,2,1,1.16,0.9968,31.58,
2020-09-04 8:06:12,1,4,1,1,2,1.25,0.9977,31.47,
2020-09-04 8:09:42,1,5,1,3,3,0.87,0.995,31.74,
2020-09-04 8:13:12,1,7,2,1,4,0.89,0.9939,31.89,
2020-09-04 8:16:44,1,8,1,4,5,0.93,0.9947,33.22,
2020-09-04 8:20:13,1,9,1,2,6,1.18,0.9974,33.83,
2020-09-04 8:23:42,1,10,2,3,7,1.31,0.9978,33.12,
2020-09-04 8:27:12,1,12,2,4,8,0.88,0.995,33.29,
2020-09-04 9:02:42,1,2,2,2,1,1.05,0.9967,35.57,
2020-09-04 9:06:11,1,4,1,1,2,1.21,0.9978,35.33,
2020-09-04 9:09:45,1,5,1,3,3,0.78,0.9944,35.81,
2020-09-04 9:13:18,1,7,2,1,4,0.95,0.9973,35.36,
2020-09-04 9:16:47,1,8,1,4,5,0.95,0.9949,37.08,
2020-09-04 9:20:16,1,9,1,2,6,1.01,0.9946,36.92,
2020-09-04 9:23:49,1,10,2,3,7,1.06,0.9975,36.62,
2020-09-04 9:27:18,1,12,2,4,8,0.83,0.9924,36.55,
2020-09-04 10:02:43,1,2,2,2,1,1.02,0.9969,39.51,
2020-09-04 10:06:12,1,4,1,1,2,1.32,0.998,40.47,
2020-09-04 10:09:46,1,5,1,3,3,0.81,0.9951,40.68,
2020-09-04 10:13:19,1,7,2,1,4,0.97,0.9948,39.83,
2020-09-04 10:16:48,1,8,1,4,5,0.86,0.9958,40.52,
2020-09-04 10:20:16,1,9,1,2,6,1.15,0.9961,41.18,
2020-09-04 10:23:48,1,10,2,3,7,0.99,0.9961,40.68,
2020-09-04 10:27:20,1,12,2,4,8,0.93,0.9968,39.79,
2020-09-04 11:02:42,1,2,2,2,1,1.09,0.9979,43.41,
2020-09-04 11:06:15,1,4,1,1,2,1.55,0.998,43.77,
2020-09-04 11:09:49,1,5,1,3,3,0.86,0.9946,40.52,
2020-09-04 11:13:18,1,7,2,1,4,1.04,0.9961,41.03,
2020-09-04 11:16:47,1,8,1,4,5,0.85,0.995,40.32,
2020-09-04 11:20:20,1,9,1,2,6,1.29,0.9983,39.67,
2020-09-04 11:23:48,1,10,2,3,7,1.09,0.9953,42.19,
2020-09-04 11:27:20,1,12,2,4,8,0.93,0.9962,40.99,
2020-09-04 12:02:43,1,2,2,2,1,1.22,0.9976,46.48,
2020-09-04 12:06:16,1,4,1,1,2,1.69,0.9981,47.34,
2020-09-04 12:09:50,1,5,1,3,3,0.94,0.9953,46.21,
2020-09-04 12:13:19,1,7,2,1,4,1.10,0.9969,45.79,
2020-09-04 12:16:51,1,8,1,4,5,1.05,0.996,47.55,
2020-09-04 12:20:19,1,9,1,2,6,1.40,0.9976,47.82,
2020-09-04 12:23:50,1,10,2,3,7,1.13,0.9969,48.44,
2020-09-04 12:27:23,1,12,2,4,8,1.12,0.9974,48.02,
2020-09-04 13:02:42,1,2,2,2,1,1.45,0.9986,45.8,
2020-09-04 13:06:15,1,4,1,1,2,2.01,0.9988,45.84,
2020-09-04 13:09:44,1,5,1,3,3,0.93,0.9952,46.22,
2020-09-04 13:13:17,1,7,2,1,4,1.20,0.9973,45.25,
2020-09-04 13:16:49,1,8,1,4,5,1.10,0.9949,44.45,
2020-09-04 13:20:21,1,9,1,2,6,1.42,0.9965,45.65,
2020-09-04 13:23:52,1,10,2,3,7,1.28,0.997,46.75,
2020-09-04 13:27:21,1,12,2,4,8,1.19,0.9975,45.18,
2020-09-04 14:02:42,1,2,2,2,1,1.57,0.9987,45.76,
2020-09-04 14:06:15,1,4,1,1,2,2.19,0.9995,47.48,
2020-09-04 14:09:45,1,5,1,3,3,0.99,0.997,46.24,
2020-09-04 14:13:18,1,7,2,1,4,1.24,0.9979,45.19,
2020-09-04 14:16:50,1,8,1,4,5,1.04,0.9976,44.88,
2020-09-04 14:20:18,1,9,1,2,6,1.52,0.9982,47.35,
2020-09-04 14:23:50,1,10,2,3,7,1.34,0.9973,45.03,
2020-09-04 14:27:23,1,12,2,4,8,1.22,0.9982,46.37,
2020-09-04 15:02:42,1,2,2,2,1,1.72,0.9983,45.22,
2020-09-04 15:06:11,1,4,1,1,2,2.14,0.9993,42.86,
2020-09-04 15:09:44,1,5,1,3,3,1.05,0.9971,43.38,
2020-09-04 15:13:17,1,7,2,1,4,1.38,0.9978,44.73,
2020-09-04 15:16:45,1,8,1,4,5,1.21,0.9933,45.4,
2020-09-04 15:20:17,1,9,1,2,6,1.62,0.9975,43.83,
2020-09-04 15:23:49,1,10,2,3,7,1.28,0.993,44.09,
2020-09-04 15:27:22,1,12,2,4,8,1.38,0.9978,43.9,
2020-09-04 16:02:42,1,2,2,2,1,1.69,0.9991,45.82,
2020-09-04 16:06:11,1,4,1,1,2,2.03,0.9991,46.42,
2020-09-04 16:09:45,1,5,1,3,3,1.03,0.9968,43.86,
2020-09-04 16:13:18,1,7,2,1,4,1.35,0.998,42.84,
2020-09-04 16:16:47,1,8,1,4,5,1.01,0.997,41.52,
2020-09-04 16:20:19,1,9,1,2,6,1.52,0.9978,41.63,
2020-09-04 16:23:51,1,10,2,3,7,1.27,0.9974,41.53,
2020-09-04 16:27:20,1,12,2,4,8,1.13,0.9979,40.55,
2020-09-04 17:02:43,1,2,2,2,1,1.49,0.9986,41.63,
2020-09-04 17:06:12,1,4,1,1,2,1.89,0.9993,41.32,
2020-09-04 17:09:42,1,5,1,3,3,1.05,0.9969,42.05,
2020-09-04 17:13:11,1,7,2,1,4,1.20,0.9976,41.43,
2020-09-04 17:16:44,1,8,1,4,5,1.08,0.9948,41.56,
2020-09-04 17:20:12,1,9,1,2,6,1.44,0.9969,42.41,
2020-09-04 17:23:43,1,10,2,3,7,1.25,0.9966,40.71,
2020-09-04 17:27:12,1,12,2,4,8,1.12,0.9981,41.09,
2020-09-04 18:02:43,1,2,2,2,1,1.37,0.9973,38.11,
2020-09-04 18:06:12,1,4,1,1,2,1.85,0.999,37.87,
2020-09-04 18:09:42,1,5,1,3,3,1.03,0.9963,37.63,
2020-09-04 18:13:11,1,7,2,1,4,1.18,0.997,37.8,
2020-09-04 18:16:40,1,8,1,4,5,0.96,0.9953,37.46,
2020-09-04 18:20:12,1,9,1,2,6,1.48,0.9957,37.14,
2020-09-04 18:23:45,1,10,2,3,7,1.45,0.997,36.87,
2020-09-04 18:27:14,1,12,2,4,8,1.15,0.9979,36.46,
2020-09-04 19:02:43,1,2,2,2,1,1.37,0.9988,34,
2020-09-04 19:06:12,1,4,1,1,2,1.68,0.9988,33.91,
2020-09-04 19:09:42,1,5,1,3,3,1.08,0.9977,33.53,
2020-09-04 19:13:11,1,7,2,1,4,1.18,0.998,33.13,
2020-09-04 19:16:40,1,8,1,4,5,0.95,0.9968,33.35,
2020-09-04 19:20:09,1,9,1,2,6,1.57,0.9973,32.7,
2020-09-04 19:23:38,1,10,2,3,7,1.29,0.9966,32.46,
2020-09-04 19:27:07,1,12,2,4,8,1.08,0.9965,32.06,
2020-09-04 20:02:43,1,2,2,2,1,1.23,0.9981,32.5,
2020-09-04 20:06:16,1,4,1,1,2,1.56,0.9988,32.73,
2020-09-04 20:09:46,1,5,1,3,3,1.01,0.9962,32.63,
2020-09-04 20:13:15,1,7,2,1,4,1.02,0.997,32.2,
2020-09-04 20:16:48,1,8,1,4,5,0.77,0.9914,32.11,
2020-09-04 20:20:20,1,9,1,2,6,1.33,0.9938,31.92,
2020-09-04 20:23:49,1,10,2,3,7,1.32,0.9972,31.61,
2020-09-04 20:27:18,1,12,2,4,8,1.02,0.9967,31.57,
2020-09-04 21:02:43,1,2,2,2,1,1.27,0.9976,32.67,
2020-09-04 21:06:12,1,4,1,1,2,1.52,0.9983,32.69,
2020-09-04 21:09:46,1,5,1,3,3,0.86,0.994,32.48,
2020-09-04 21:13:19,1,7,2,1,4,1.04,0.9962,32.38,
2020-09-04 21:16:48,1,8,1,4,5,0.85,0.993,32.58,
2020-09-04 21:20:20,1,9,1,2,6,1.79,0.9979,33.32,
2020-09-04 21:23:53,1,10,2,3,7,1.13,0.9983,34.3,
2020-09-04 21:27:26,1,12,2,4,8,1.01,0.9971,34.37,
2020-09-04 22:02:43,1,2,2,2,1,1.34,0.9987,34.28,
2020-09-04 22:06:12,1,4,1,1,2,1.77,0.999,34.66,
2020-09-04 22:09:42,1,5,1,3,3,0.95,0.997,34.37,
2020-09-04 22:13:11,1,7,2,1,4,0.99,0.9981,33.86,
2020-09-04 22:16:40,1,8,1,4,5,0.86,0.9965,34.23,
2020-09-04 22:20:13,1,9,1,2,6,1.89,0.9958,34.18,
2020-09-04 22:23:45,1,10,2,3,7,1.13,0.9977,33.92,
2020-09-04 22:27:14,1,12,2,4,8,0.93,0.9969,34.14,
2020-09-04 23:02:43,1,2,2,2,1,1.43,0.9985,34.01,
2020-09-04 23:06:12,1,4,1,1,2,1.62,0.9992,34.12,
2020-09-04 23:09:42,1,5,1,3,3,0.99,0.9978,33.93,
2020-09-04 23:13:12,1,7,2,1,4,1.04,0.9968,33.38,
2020-09-04 23:16:41,1,8,1,4,5,1.01,0.995,33.51,
2020-09-04 23:20:10,1,9,1,2,6,1.24,0.9965,33.06,
2020-09-04 23:23:39,1,10,2,3,7,1.12,0.9964,33.17,
2020-09-04 23:27:08,1,12,2,4,8,0.92,0.9969,33.36,
2020-09-05 0:02:43,1,2,2,2,1,1.43,0.9981,33.76,
2020-09-05 0:06:12,1,4,1,1,2,1.60,0.9986,33.84,
2020-09-05 0:09:46,1,5,1,3,3,0.92,0.9969,33.52,
2020-09-05 0:13:15,1,7,2,1,4,0.93,0.9965,32.97,
2020-09-05 0:16:48,1,8,1,4,5,0.81,0.9957,33.22,
2020-09-05 0:20:17,1,9,1,2,6,1.17,0.9965,32.5,
2020-09-05 0:23:50,1,10,2,3,7,1.20,0.9971,32.34,
2020-09-05 0:27:19,1,12,2,4,8,0.86,0.9965,32.42,
2020-09-05 1:02:43,1,2,2,2,1,1.24,0.9988,31.36,
2020-09-05 1:06:16,1,4,1,1,2,1.56,0.9985,31.2,
2020-09-05 1:09:46,1,5,1,3,3,0.92,0.9953,30.86,
2020-09-05 1:13:15,1,7,2,1,4,1.00,0.997,30.57,
2020-09-05 1:16:44,1,8,1,4,5,0.89,0.9975,30.59,
2020-09-05 1:20:13,1,9,1,2,6,1.24,0.9959,30.46,
2020-09-05 1:23:42,1,10,2,3,7,1.18,0.9966,30.18,
2020-09-05 1:27:11,1,12,2,4,8,0.92,0.996,29.72,
2020-09-05 2:02:43,1,2,2,2,1,1.20,0.9977,28.25,
2020-09-05 2:06:16,1,4,1,1,2,1.48,0.9984,28.54,
2020-09-05 2:09:49,1,5,1,3,3,0.87,0.9959,28.41,
2020-09-05 2:13:18,1,7,2,1,4,0.92,0.9976,28.26,
2020-09-05 2:16:47,1,8,1,4,5,0.78,0.9914,28.4,
2020-09-05 2:20:16,1,9,1,2,6,1.23,0.993,28.36,
2020-09-05 2:23:45,1,10,2,3,7,1.17,0.9959,28.35,
2020-09-05 2:27:14,1,12,2,4,8,0.97,0.9973,28.37,
2020-09-05 3:02:43,1,2,2,2,1,1.16,0.9984,28.7,
2020-09-05 3:06:12,1,4,1,1,2,1.40,0.9983,28.88,
2020-09-05 3:09:42,1,5,1,3,3,0.83,0.9958,28.7,
2020-09-05 3:13:11,1,7,2,1,4,0.94,0.9965,28.17,
2020-09-05 3:16:40,1,8,1,4,5,0.83,0.9943,28.04,
2020-09-05 3:20:09,1,9,1,2,6,1.11,0.9924,27.5,
2020-09-05 3:23:41,1,10,2,3,7,1.18,0.9961,27.45,
2020-09-05 3:27:10,1,12,2,4,8,0.84,0.9944,27.57,
2020-09-05 4:02:43,1,2,2,2,1,1.16,0.9976,29.2,
2020-09-05 4:06:13,1,4,1,1,2,1.40,0.9984,29.22,
2020-09-05 4:09:43,1,5,1,3,3,0.86,0.9923,29.18,
